Time (HH:MM:SS),Spindle speed (RPM),Feed rate (mm/min),Depth of cut (mm),Cutting tool path x (mm),Cutting tool path y (mm)
11:53:33,2667,445.24,3.42,12816.8,12823.72
11:53:34,1778,224.35,4.57,12817.0,12823.99
11:53:35,1518,129.76,1.68,12817.46,12824.47
11:53:36,1055,554.64,0.68,12817.74,12824.62
11:53:37,823,146.04,3.88,12818.11,12824.8
11:53:38,2911,265.05,4.61,12818.28,12824.9
11:53:39,1436,216.23,3.56,12818.64,12825.37
11:53:40,583,542.83,2.35,12818.79,12825.71
11:53:41,2207,305.03,1.16,12819.0,12826.09
11:53:42,1786,563.47,0.63,12819.34,12826.49
11:53:43,754,155.32,2.47,12819.77,12826.85
11:53:44,2211,211.32,3.67,12819.91,12827.25
11:53:45,2217,583.76,1.05,12820.4,12827.62
11:53:46,1308,175.03,0.7,12820.54,12827.92
11:53:47,1998,109.87,2.84,12820.67,12828.05
11:53:48,2236,502.49,4.14,12821.0,12828.32
11:53:49,1193,229.24,1.01,12821.27,12828.71
11:53:50,662,500.14,2.3,12821.63,12828.84
11:53:51,507,215.15,1.71,12821.99,12829.28
11:53:52,2733,174.15,1.61,12822.37,12829.65
11:53:53,652,188.5,3.91,12822.79,12829.99
11:53:54,999,225.83,0.6,12823.11,12830.37
11:53:55,1400,389.73,2.49,12823.53,12830.51
11:53:56,2046,106.35,4.87,12823.66,12830.95
11:53:57,807,464.37,0.94,12823.94,12831.38
11:53:58,2461,159.9,3.35,12824.11,12831.66
11:53:59,1639,249.86,3.44,12824.6,12831.92
11:54:00,674,353.61,0.94,12825.01,12832.22
11:54:01,1874,192.91,3.38,12825.34,12832.56
11:54:02,2838,598.43,2.54,12825.83,12832.92
11:54:03,1098,234.68,1.1,12825.94,12833.23
11:54:04,2967,470.25,4.76,12826.42,12833.69
11:54:05,543,557.71,2.22,12826.67,12833.87
11:54:06,2641,150.68,3.32,12826.96,12834.13
11:54:07,1028,275.15,1.98,12827.42,12834.39
11:54:08,1635,336.85,3.18,12827.85,12834.72
11:54:09,1123,400.54,2.25,12828.13,12835.07
11:54:10,1275,296.44,2.42,12828.4,12835.25
11:54:11,2599,337.76,3.44,12828.59,12835.67
11:54:12,2628,142.92,3.3,12829.05,12835.93
11:54:13,1751,204.22,4.6,12829.46,12836.25
11:54:14,1465,336.56,0.84,12829.84,12836.42
11:54:15,2590,388.58,1.69,12830.04,12836.9
11:54:16,1006,232.12,1.02,12830.27,12837.06
11:54:17,1149,414.89,0.59,12830.54,12837.45
11:54:18,2536,193.12,0.52,12830.7,12837.58
11:54:19,1833,483.1,3.03,12830.82,12837.74
11:54:20,1388,593.0,1.95,12831.25,12837.91
11:54:21,1116,297.82,1.25,12831.39,12838.18
11:54:22,2883,592.29,2.63,12831.67,12838.3
11:54:23,994,289.86,0.91,12832.02,12838.74
11:54:24,2616,443.17,0.88,12832.43,12838.99
11:54:25,1249,257.56,1.69,12832.89,12839.15
11:54:26,2589,153.66,2.53,12833.06,12839.5
11:54:27,2803,494.68,4.41,12833.53,12839.7
11:54:28,2060,221.06,4.04,12833.91,12840.03
11:54:29,1685,380.0,3.4,12834.06,12840.32
11:54:30,2659,569.67,1.75,12834.35,12840.46
11:54:31,1150,379.52,0.96,12834.56,12840.83
11:54:32,2031,422.03,3.23,12834.74,12840.96
11:54:33,2320,528.37,2.15,12835.23,12841.1
11:54:34,1036,469.12,4.54,12835.45,12841.57
11:54:35,1014,124.44,3.14,12835.92,12841.77
11:54:36,1436,514.78,0.61,12836.4,12842.07
11:54:37,1905,418.78,4.47,12836.83,12842.27
11:54:38,916,587.16,1.1,12837.24,12842.4
11:54:39,2009,393.9,1.17,12837.4,12842.57
11:54:40,634,388.92,2.06,12837.51,12842.96
11:54:41,1020,139.64,2.7,12837.91,12843.16
11:54:42,2920,349.96,3.18,12838.33,12843.27
11:54:43,1731,370.9,4.93,12838.82,12843.38
11:54:44,2977,421.63,0.61,12839.0,12843.64
11:54:45,1495,172.89,3.27,12839.4,12843.98
11:54:46,1810,596.57,0.55,12839.73,12844.39
11:54:47,2183,520.23,2.71,12840.05,12844.57
11:54:48,534,439.34,2.28,12840.54,12844.8
11:54:49,551,561.44,1.91,12840.97,12845.26
11:54:50,1990,197.8,3.25,12841.36,12845.41
11:54:51,1776,434.22,1.69,12841.86,12845.64
11:54:52,2235,396.95,1.69,12842.03,12846.09
11:54:53,2656,471.61,3.68,12842.28,12846.55
11:54:54,2091,263.6,2.26,12842.57,12846.79
11:54:55,1974,258.26,2.74,12842.88,12846.95
11:54:56,1055,411.86,3.73,12843.08,12847.38
11:54:57,1676,544.03,4.49,12843.48,12847.54
11:54:58,2468,362.88,4.7,12843.93,12847.94
11:54:59,2869,554.14,4.31,12844.42,12848.22
11:55:00,1853,250.24,3.66,12844.86,12848.57
11:55:01,1518,235.7,2.39,12845.06,12848.93
11:55:02,1090,389.26,3.71,12845.42,12849.13
11:55:03,1519,498.42,0.74,12845.58,12849.59
11:55:04,1030,286.59,1.78,12845.94,12849.87
11:55:05,860,241.3,3.94,12846.43,12850.15
11:55:06,721,268.31,3.06,12846.64,12850.42
11:55:07,1736,237.24,3.29,12847.07,12850.88
11:55:08,1632,411.71,0.78,12847.5,12851.3
11:55:09,654,285.16,4.29,12847.82,12851.56
11:55:10,793,175.5,1.92,12848.0,12851.96
11:55:11,1843,598.57,1.31,12848.45,12852.07
11:55:12,1167,558.26,3.13,12848.55,12852.22
11:55:13,1391,481.78,2.36,12848.75,12852.65
11:55:14,667,522.92,2.64,12848.97,12852.83
11:55:15,1903,342.15,0.6,12849.47,12853.13
11:55:16,1444,402.68,2.66,12849.61,12853.46
11:55:17,2638,241.8,1.89,12849.81,12853.81
11:55:18,1933,587.8,0.64,12849.98,12854.0
11:55:19,2652,141.79,3.75,12850.47,12854.41
11:55:20,2291,219.25,0.55,12850.72,12854.59
11:55:21,1518,509.86,1.6,12850.96,12854.94
11:55:22,2537,252.77,2.68,12851.3,12855.21
11:55:23,1951,214.07,2.2,12851.56,12855.45
11:55:24,2127,127.22,3.95,12851.95,12855.58
11:55:25,2297,179.87,1.03,12852.25,12855.79
11:55:26,649,217.38,1.48,12852.45,12856.17
11:55:27,1332,578.46,3.7,12852.65,12856.45
11:55:28,1534,425.16,2.6,12852.97,12856.87
11:55:29,2358,226.59,4.99,12853.43,12857.13
11:55:30,2575,165.87,3.89,12853.87,12857.56
11:55:31,2452,115.9,1.18,12854.15,12857.75
11:55:32,2104,154.94,2.18,12854.62,12857.96
11:55:33,658,301.69,3.72,12854.86,12858.25
11:55:34,1462,326.76,1.47,12855.05,12858.4
11:55:35,1823,470.47,1.96,12855.39,12858.56
11:55:36,1223,392.09,2.92,12855.78,12858.81
11:55:37,910,358.27,2.07,12856.24,12859.07
11:55:38,824,152.88,4.92,12856.7,12859.18
11:55:39,2799,479.39,4.05,12856.88,12859.49
11:55:40,1004,357.6,1.47,12857.11,12859.95
11:55:41,2168,541.02,0.57,12857.58,12860.43
11:55:42,1900,318.71,3.12,12857.78,12860.74
11:55:43,1844,332.94,3.65,12857.98,12860.97
11:55:44,1122,125.5,1.28,12858.46,12861.46
11:55:45,2721,459.89,3.89,12858.8,12861.78
11:55:46,774,286.91,2.11,12859.18,12861.97
11:55:47,1591,203.65,0.69,12859.53,12862.16
11:55:48,1515,533.32,3.14,12859.98,12862.47
11:55:49,1963,548.58,2.33,12860.24,12862.81
11:55:50,2034,572.31,1.23,12860.71,12863.26
11:55:51,2622,542.11,3.3,12860.97,12863.46
11:55:52,2117,240.52,2.27,12861.25,12863.64
11:55:53,2774,309.14,2.19,12861.39,12863.76
11:55:54,2263,245.5,3.84,12861.62,12864.23
11:55:55,1869,343.45,0.92,12861.85,12864.54
11:55:56,1409,294.59,4.11,12862.06,12865.0
11:55:57,521,418.22,1.33,12862.39,12865.38
11:55:58,674,170.39,3.54,12862.78,12865.59
11:55:59,1526,535.04,4.37,12863.05,12865.91
11:56:00,2236,375.93,3.3,12863.43,12866.2
11:56:01,1495,488.94,3.45,12863.73,12866.64
11:56:02,1233,159.76,2.64,12864.22,12867.14
11:56:03,2161,444.19,3.48,12864.4,12867.54
11:56:04,1040,153.99,4.29,12864.57,12868.04
11:56:05,996,300.7,4.87,12864.89,12868.2
11:56:06,1615,219.52,2.62,12865.38,12868.32
11:56:07,2986,440.62,2.69,12865.54,12868.67
11:56:08,2814,340.09,0.78,12865.85,12869.09
11:56:09,2463,311.28,1.74,12866.2,12869.29
11:56:10,1808,329.35,0.57,12866.39,12869.75
11:56:11,2516,167.14,1.27,12866.85,12870.13
11:56:12,2669,587.04,4.76,12867.08,12870.48
11:56:13,2670,251.43,4.04,12867.36,12870.86
11:56:14,2922,479.13,2.01,12867.71,12871.25
11:56:15,2308,330.05,0.85,12868.04,12871.73
11:56:16,2058,252.22,2.75,12868.53,12872.0
11:56:17,2925,156.39,2.7,12868.72,12872.32
11:56:18,683,109.0,3.75,12868.88,12872.63
11:56:19,1571,485.14,2.5,12869.01,12872.83
11:56:20,777,145.14,2.51,12869.28,12872.93
11:56:21,1598,555.81,2.77,12869.72,12873.43
11:56:22,511,459.22,3.84,12870.11,12873.61
11:56:23,1396,245.7,3.74,12870.36,12874.03
11:56:24,2764,500.29,0.91,12870.7,12874.43
11:56:25,2088,156.45,3.05,12871.18,12874.79
11:56:26,2523,432.91,2.56,12871.62,12874.91
11:56:27,2649,112.57,2.89,12872.0,12875.09
11:56:28,2421,427.18,3.49,12872.43,12875.45
11:56:29,1635,158.44,4.73,12872.79,12875.85
11:56:30,1379,464.19,2.92,12873.26,12876.32
11:56:31,1812,148.55,2.7,12873.75,12876.51
11:56:32,2219,569.3,1.51,12873.93,12876.63
11:56:33,2583,273.27,4.0,12874.03,12876.97
11:56:34,1476,197.6,3.49,12874.51,12877.2
11:56:35,2694,357.9,3.95,12874.62,12877.59
11:56:36,1580,374.55,2.66,12875.02,12877.8
11:56:37,1994,516.64,1.43,12875.43,12878.17
11:56:38,2391,140.4,0.97,12875.82,12878.57
11:56:39,2189,542.28,4.5,12876.3,12879.07
11:56:40,1964,175.57,3.43,12876.44,12879.5
11:56:41,983,467.1,4.78,12876.76,12879.87
11:56:42,1917,204.71,0.89,12877.24,12880.11
11:56:43,1674,598.39,1.13,12877.36,12880.38
11:56:44,2556,492.76,2.28,12877.64,12880.82
11:56:45,751,383.77,2.76,12877.85,12881.07
11:56:46,2790,531.63,2.22,12878.18,12881.48
11:56:47,2244,190.39,4.43,12878.45,12881.58
11:56:48,1412,436.81,4.5,12878.86,12881.82
11:56:49,2157,314.92,1.09,12879.08,12882.18
11:56:50,1329,319.29,0.79,12879.31,12882.32
11:56:51,592,524.82,3.04,12879.76,12882.5
11:56:52,2945,562.34,3.39,12880.01,12882.7
11:56:53,2626,187.15,1.46,12880.16,12883.17
11:56:54,1061,341.18,1.36,12880.38,12883.67
11:56:55,784,553.34,3.03,12880.71,12883.92
11:56:56,1258,308.05,2.86,12880.89,12884.12
11:56:57,1203,162.2,4.15,12881.39,12884.24
11:56:58,2151,545.63,1.13,12881.6,12884.41
11:56:59,1128,340.85,3.2,12881.74,12884.71
11:57:00,1285,570.26,2.78,12882.05,12884.95
11:57:01,2509,312.18,2.04,12882.47,12885.35
11:57:02,2007,156.91,1.44,12882.74,12885.79
11:57:03,3000,580.71,2.58,12882.89,12886.26
11:57:04,2221,175.27,2.3,12883.15,12886.51
11:57:05,1946,338.44,4.36,12883.52,12886.82
11:57:06,2592,363.33,2.47,12883.91,12887.2
11:57:07,2828,122.64,4.96,12884.24,12887.33
11:57:08,1312,275.19,3.8,12884.74,12887.69
11:57:09,2371,385.41,0.85,12884.95,12888.12
11:57:10,2525,552.93,3.05,12885.33,12888.61
11:57:11,2198,335.0,3.1,12885.63,12888.8
11:57:12,651,375.34,3.54,12885.75,12889.05
11:57:13,1684,164.01,4.02,12885.98,12889.36
11:57:14,2005,439.78,1.86,12886.34,12889.66
11:57:15,1259,418.41,1.28,12886.71,12890.09
11:57:16,2774,203.61,4.47,12887.2,12890.48
11:57:17,895,483.07,3.07,12887.44,12890.91
11:57:18,1939,597.33,2.73,12887.83,12891.32
11:57:19,1852,394.5,3.89,12888.09,12891.74
11:57:20,2611,461.46,2.67,12888.47,12892.08
11:57:21,1717,455.05,1.55,12888.7,12892.3
11:57:22,1519,383.42,4.72,12888.9,12892.73
11:57:23,2829,390.44,3.42,12889.07,12892.95
11:57:24,1846,142.23,4.72,12889.34,12893.25
11:57:25,1605,320.32,1.06,12889.67,12893.74
11:57:26,1213,591.54,3.11,12890.01,12894.05
11:57:27,1943,357.79,3.0,12890.2,12894.48
11:57:28,2678,397.02,3.35,12890.51,12894.93
11:57:29,2735,512.87,3.77,12890.84,12895.15
11:57:30,2191,236.31,1.73,12891.06,12895.34
11:57:31,1145,301.18,1.22,12891.55,12895.75
11:57:32,2393,154.81,3.91,12891.89,12896.05
11:57:33,1525,256.65,3.72,12892.04,12896.19
11:57:34,1253,578.03,3.47,12892.42,12896.54
11:57:35,2416,429.2,4.66,12892.79,12896.94
11:57:36,2600,277.1,1.27,12893.28,12897.31
11:57:37,2983,492.09,2.92,12893.44,12897.58
11:57:38,938,445.37,2.24,12893.8,12897.98
11:57:39,2323,246.5,1.1,12894.01,12898.17
11:57:40,2423,442.45,4.1,12894.24,12898.63
11:57:41,635,129.47,0.57,12894.53,12899.12
11:57:42,2419,260.22,4.87,12894.94,12899.61
11:57:43,1374,208.76,3.65,12895.04,12899.92
11:57:44,689,508.37,3.7,12895.41,12900.1
11:57:45,1759,479.25,4.14,12895.59,12900.29
11:57:46,740,269.51,1.04,12895.82,12900.67
11:57:47,1169,524.63,1.12,12896.18,12901.1
11:57:48,2894,478.45,1.55,12896.48,12901.22
11:57:49,1482,319.06,2.09,12896.68,12901.69
11:57:50,1691,358.54,3.79,12896.95,12902.16
11:57:51,570,541.99,4.09,12897.16,12902.28
11:57:52,843,466.27,3.78,12897.62,12902.61
11:57:53,2927,435.08,2.35,12897.89,12902.97
11:57:54,1395,275.98,4.83,12898.06,12903.2
11:57:55,1502,208.98,4.76,12898.28,12903.59
11:57:56,1394,480.72,1.79,12898.39,12903.79
11:57:57,2272,110.9,4.52,12898.74,12903.99
11:57:58,1601,197.81,0.65,12898.94,12904.47
11:57:59,2130,474.29,4.24,12899.32,12904.86
11:58:00,844,100.77,1.58,12899.44,12905.0
11:58:01,1992,311.85,1.43,12899.77,12905.26
11:58:02,2767,419.85,1.08,12899.87,12905.52
11:58:03,592,502.9,3.05,12900.36,12905.96
11:58:04,2031,358.67,4.15,12900.64,12906.31
11:58:05,1138,107.57,0.52,12900.89,12906.51
11:58:06,982,290.77,1.21,12901.25,12906.67
11:58:07,2388,537.8,1.0,12901.69,12907.02
11:58:08,2356,369.6,1.53,12902.03,12907.2
11:58:09,1828,350.33,0.72,12902.16,12907.58
11:58:10,1783,346.27,3.93,12902.3,12908.07
11:58:11,1618,132.84,0.5,12902.68,12908.33
11:58:12,1484,342.91,3.83,12903.17,12908.44
11:58:13,1562,186.84,1.24,12903.35,12908.89
11:58:14,1586,178.65,1.09,12903.78,12909.04
11:58:15,1816,401.92,1.78,12904.08,12909.37
11:58:16,1165,321.74,2.41,12904.3,12909.77
11:58:17,554,310.24,3.09,12904.42,12910.18
11:58:18,2901,256.81,4.96,12904.7,12910.36
11:58:19,1282,358.79,1.97,12905.02,12910.78
11:58:20,2496,217.71,3.19,12905.35,12910.94
11:58:21,2311,355.53,2.39,12905.76,12911.18
11:58:22,2483,394.7,1.65,12906.19,12911.33
11:58:23,2407,188.45,0.98,12906.66,12911.51
11:58:24,1576,397.19,4.19,12906.87,12911.9
11:58:25,1475,191.88,1.47,12907.21,12912.08
11:58:26,617,351.43,2.98,12907.59,12912.34
11:58:27,1484,386.22,3.66,12907.92,12912.76
11:58:28,2291,175.16,3.64,12908.39,12912.92
11:58:29,871,581.48,1.06,12908.69,12913.14
11:58:30,2121,533.57,4.18,12908.87,12913.58
11:58:31,1641,389.06,2.92,12909.06,12913.92
11:58:32,2710,484.59,1.26,12909.45,12914.2
11:58:33,637,390.8,1.04,12909.83,12914.51
11:58:34,1600,313.61,4.66,12910.08,12914.71
11:58:35,2692,118.39,3.12,12910.36,12915.21
11:58:36,1566,587.9,4.03,12910.64,12915.39
11:58:37,1378,343.1,2.68,12910.93,12915.84
11:58:38,501,444.27,4.23,12911.16,12915.97
11:58:39,681,495.5,3.61,12911.41,12916.33
11:58:40,1990,522.31,3.09,12911.63,12916.58
11:58:41,2887,572.29,2.3,12912.07,12917.05
11:58:42,1851,289.94,4.36,12912.45,12917.35
11:58:43,2957,161.03,2.62,12912.66,12917.54
11:58:44,2001,494.98,1.14,12912.82,12917.71
11:58:45,1589,390.49,4.08,12913.13,12918.14
11:58:46,1486,288.48,4.47,12913.51,12918.29
11:58:47,1292,330.32,2.35,12913.84,12918.41
11:58:48,1959,198.7,4.26,12914.29,12918.73
11:58:49,2749,463.28,2.99,12914.6,12918.89
11:58:50,2826,195.46,2.06,12915.04,12919.24
11:58:51,634,178.47,0.8,12915.23,12919.57
11:58:52,2575,533.63,3.4,12915.73,12919.71
11:58:53,1075,115.05,4.38,12916.17,12919.9
11:58:54,2958,382.04,2.57,12916.57,12920.38
11:58:55,752,345.38,4.37,12917.04,12920.8
11:58:56,1449,434.67,2.03,12917.17,12921.19
11:58:57,2964,588.18,3.28,12917.47,12921.63
11:58:58,2873,387.09,2.64,12917.6,12921.96
11:58:59,762,173.17,1.37,12917.94,12922.12
11:59:00,2626,226.11,3.13,12918.07,12922.4
11:59:01,1494,258.85,2.88,12918.26,12922.85
11:59:02,2032,429.84,0.67,12918.5,12922.99
11:59:03,2516,351.21,3.79,12918.75,12923.23
11:59:04,1028,252.87,4.61,12919.09,12923.72
11:59:05,1407,301.64,1.78,12919.2,12923.86
11:59:06,2785,396.91,4.55,12919.5,12923.99
11:59:07,867,434.98,4.15,12919.85,12924.29
11:59:08,2174,233.05,4.4,12920.23,12924.73
11:59:09,1587,364.8,1.58,12920.47,12925.06
11:59:10,2698,271.25,3.54,12920.96,12925.29
11:59:11,2438,516.22,3.2,12921.16,12925.47
11:59:12,2803,192.24,3.68,12921.41,12925.61
11:59:13,1336,533.79,3.65,12921.66,12925.72
11:59:14,1919,329.83,4.78,12922.03,12926.1
11:59:15,1085,558.05,0.74,12922.17,12926.27
11:59:16,2762,121.68,3.69,12922.31,12926.55
11:59:17,2258,527.46,4.83,12922.65,12926.99
11:59:18,1564,598.82,2.99,12923.05,12927.3
11:59:19,1018,287.71,3.4,12923.18,12927.45
11:59:20,2411,390.23,0.94,12923.4,12927.75
11:59:21,695,144.4,3.34,12923.77,12928.18
11:59:22,2920,218.83,2.55,12924.19,12928.46
11:59:23,1251,164.6,3.32,12924.5,12928.69
11:59:24,690,239.9,3.41,12924.89,12928.9
11:59:25,2508,251.97,1.63,12925.25,12929.13
11:59:26,1585,203.94,0.61,12925.58,12929.37
11:59:27,858,432.85,3.25,12925.87,12929.79
11:59:28,2882,252.65,2.97,12926.29,12929.94
11:59:29,2495,351.6,4.85,12926.49,12930.28
11:59:30,589,454.04,1.14,12926.65,12930.39
11:59:31,2376,516.04,4.14,12927.11,12930.49
11:59:32,986,507.78,2.47,12927.27,12930.75
11:59:33,1633,250.91,1.54,12927.55,12930.91
11:59:34,872,252.41,2.58,12927.75,12931.08
11:59:35,2371,265.98,1.21,12927.95,12931.41
11:59:36,2145,303.29,3.52,12928.26,12931.7
11:59:37,1735,113.55,3.53,12928.72,12932.17
11:59:38,2588,131.57,3.45,12928.92,12932.41
11:59:39,2888,344.26,2.44,12929.35,12932.54
11:59:40,1155,288.83,4.48,12929.62,12932.91
11:59:41,666,527.29,0.99,12929.75,12933.03
11:59:42,2495,231.05,2.5,12930.17,12933.27
11:59:43,2316,358.27,1.78,12930.62,12933.75
11:59:44,2048,311.32,0.9,12930.92,12934.17
11:59:45,1824,141.72,3.15,12931.18,12934.58
11:59:46,1838,478.13,1.79,12931.56,12935.04
11:59:47,2190,363.43,3.04,12931.9,12935.15
11:59:48,925,467.23,2.65,12932.04,12935.56
11:59:49,1299,356.69,1.04,12932.23,12935.77
11:59:50,1652,398.22,4.13,12932.37,12935.9
11:59:51,1509,124.15,3.85,12932.61,12936.25
11:59:52,1461,500.98,3.53,12932.89,12936.47
11:59:53,1078,469.02,1.51,12933.0,12936.69
11:59:54,1866,266.8,2.23,12933.45,12937.08
11:59:55,2224,598.23,1.17,12933.71,12937.35
11:59:56,2345,296.82,1.14,12934.19,12937.7
11:59:57,1424,250.97,1.31,12934.51,12937.95
11:59:58,2027,152.39,2.16,12934.68,12938.4
11:59:59,1713,303.71,1.4,12934.84,12938.77
12:00:00,2990,379.12,1.31,12935.3,12939.14
12:00:01,714,247.34,1.89,12935.69,12939.32
12:00:02,821,530.91,3.08,12935.97,12939.45
12:00:03,2956,370.47,0.59,12936.42,12939.89
12:00:04,924,115.04,0.61,12936.73,12940.15
12:00:05,2995,216.06,0.72,12936.89,12940.46
12:00:06,2197,333.34,0.52,12937.28,12940.59
12:00:07,1098,392.25,3.35,12937.67,12940.93
12:00:08,1332,120.06,2.39,12938.06,12941.27
12:00:09,864,534.1,4.57,12938.5,12941.58
12:00:10,2880,227.37,3.11,12938.91,12941.98
12:00:11,665,414.87,2.4,12939.24,12942.12
12:00:12,957,554.76,0.58,12939.59,12942.57
12:00:13,1516,497.49,0.91,12939.88,12943.0
12:00:14,1896,499.22,4.59,12940.29,12943.26
12:00:15,1228,267.0,4.87,12940.47,12943.73
12:00:16,2964,460.19,1.5,12940.94,12944.18
12:00:17,2278,295.62,2.27,12941.2,12944.57
12:00:18,2794,289.63,2.98,12941.51,12944.68
12:00:19,2060,213.77,1.74,12941.69,12945.05
12:00:20,2546,339.71,3.76,12941.9,12945.36
12:00:21,865,173.86,1.71,12942.09,12945.62
12:00:22,1928,575.81,2.78,12942.26,12946.06
12:00:23,2607,226.11,4.54,12942.46,12946.22
12:00:24,585,315.14,1.41,12942.88,12946.42
12:00:25,2459,163.24,2.19,12942.99,12946.74
12:00:26,2260,470.31,0.65,12943.3,12947.07
12:00:27,668,120.25,4.98,12943.66,12947.3
12:00:28,992,396.72,4.14,12944.1,12947.53
12:00:29,690,146.96,4.63,12944.39,12947.71
12:00:30,1865,215.63,4.83,12944.84,12948.08
12:00:31,2486,291.07,4.26,12945.31,12948.38
12:00:32,2907,468.59,4.44,12945.78,12948.72
12:00:33,2471,424.12,1.46,12946.25,12948.9
12:00:34,1006,101.43,3.39,12946.4,12949.37
12:00:35,768,444.36,2.74,12946.54,12949.77
12:00:36,2374,105.28,3.65,12946.72,12949.91
12:00:37,2405,523.82,0.77,12947.13,12950.11
12:00:38,715,388.0,3.21,12947.4,12950.36
12:00:39,1266,355.05,0.55,12947.9,12950.65
12:00:40,1733,539.06,0.52,12948.08,12951.04
12:00:41,2297,313.68,3.44,12948.57,12951.15
12:00:42,1521,467.07,3.4,12948.77,12951.39
12:00:43,1834,428.4,2.6,12949.0,12951.71
12:00:44,1935,224.09,4.69,12949.34,12952.08
12:00:45,907,279.22,3.92,12949.65,12952.46
12:00:46,915,379.02,2.99,12950.09,12952.78
12:00:47,513,301.24,1.39,12950.32,12953.19
12:00:48,1460,532.95,0.51,12950.56,12953.33
12:00:49,2343,490.92,2.39,12950.9,12953.49
12:00:50,2076,171.33,3.93,12951.24,12953.6
12:00:51,1371,157.41,3.04,12951.73,12954.09
12:00:52,990,147.17,3.39,12951.9,12954.36
12:00:53,2315,581.94,0.58,12952.04,12954.61
12:00:54,2898,288.28,1.51,12952.43,12955.0
12:00:55,2806,334.45,0.73,12952.92,12955.26
12:00:56,843,425.87,3.65,12953.41,12955.4
12:00:57,2206,215.63,1.12,12953.56,12955.69
12:00:58,2562,429.99,4.61,12953.82,12956.13
12:00:59,2848,155.63,2.66,12953.92,12956.32
12:01:00,2871,584.05,0.82,12954.21,12956.67
12:01:01,1917,512.24,1.1,12954.33,12956.86
12:01:02,1433,565.97,3.92,12954.8,12956.99
12:01:03,1984,537.0,3.27,12954.99,12957.3
12:01:04,2456,510.46,3.66,12955.18,12957.72
12:01:05,1664,136.97,2.33,12955.64,12958.09
12:01:06,875,263.38,4.96,12955.91,12958.25
12:01:07,1839,503.79,3.25,12956.05,12958.42
12:01:08,894,483.68,3.92,12956.19,12958.61
12:01:09,2495,203.14,1.99,12956.59,12958.86
12:01:10,899,198.74,2.83,12957.02,12959.01
12:01:11,2333,467.36,0.9,12957.23,12959.23
12:01:12,2918,463.11,2.02,12957.68,12959.55
12:01:13,731,152.4,4.28,12957.84,12959.86
12:01:14,2534,130.89,4.6,12957.96,12960.34
12:01:15,1407,344.84,4.62,12958.36,12960.65
12:01:16,2962,488.33,3.51,12958.66,12961.02
12:01:17,2014,350.9,3.9,12959.01,12961.48
12:01:18,2492,178.93,2.09,12959.45,12961.6
12:01:19,2620,577.14,2.4,12959.84,12961.95
12:01:20,1780,117.22,4.76,12960.25,12962.36
12:01:21,2879,229.49,2.91,12960.7,12962.85
12:01:22,1336,226.93,2.13,12961.15,12963.33
12:01:23,2980,171.17,3.96,12961.55,12963.76
12:01:24,1342,296.07,3.99,12961.84,12964.24
12:01:25,555,294.16,4.37,12962.3,12964.67
12:01:26,1372,432.0,3.5,12962.49,12965.04
12:01:27,1153,216.56,0.89,12962.87,12965.16
12:01:28,2569,166.06,0.91,12963.08,12965.61
12:01:29,1355,519.39,3.33,12963.31,12966.02
12:01:30,1305,524.88,0.65,12963.58,12966.46
12:01:31,510,303.75,0.75,12963.98,12966.77
12:01:32,1740,333.51,3.96,12964.09,12967.04
12:01:33,1680,447.26,4.9,12964.38,12967.41
12:01:34,2201,543.53,2.35,12964.65,12967.67
12:01:35,575,334.3,2.81,12965.11,12967.96
12:01:36,1614,554.02,2.86,12965.59,12968.2
12:01:37,1947,322.58,4.96,12965.82,12968.4
12:01:38,1203,543.76,2.93,12966.32,12968.56
12:01:39,1706,507.46,3.45,12966.51,12969.03
12:01:40,2062,247.25,1.08,12966.83,12969.41
12:01:41,1734,212.74,4.89,12966.94,12969.54
12:01:42,2042,359.29,3.97,12967.25,12969.81
12:01:43,735,512.47,1.03,12967.48,12970.07
12:01:44,832,562.94,0.59,12967.97,12970.46
12:01:45,2315,326.78,3.57,12968.3,12970.91
12:01:46,2008,300.87,3.06,12968.53,12971.15
12:01:47,1571,562.41,3.21,12969.02,12971.55
